audio_id,audio_path,label,attack
T_0000001971,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001971.flac,spoof,A02
T_0000021020,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021020.flac,bonafide,bonafide
T_0000002543,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002543.flac,spoof,A04
T_0000022796,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022796.flac,bonafide,bonafide
T_0000021855,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021855.flac,spoof,A08
T_0000011025,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011025.flac,spoof,A05
T_0000021621,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021621.flac,bonafide,bonafide
T_0000028347,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028347.flac,spoof,A08
T_0000026985,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026985.flac,bonafide,bonafide
T_0000018250,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018250.flac,bonafide,bonafide
T_0000000707,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000707.flac,bonafide,bonafide
T_0000022779,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022779.flac,spoof,A08
T_0000019870,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019870.flac,spoof,A08
T_0000009037,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000009037.flac,bonafide,bonafide
T_0000016903,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000016903.flac,spoof,A02
T_0000028382,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028382.flac,spoof,A03
T_0000026686,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026686.flac,spoof,A04
T_0000025547,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025547.flac,bonafide,bonafide
T_0000017417,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017417.flac,spoof,A03
T_0000017680,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017680.flac,bonafide,bonafide
T_0000000653,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000653.flac,spoof,A02
T_0000019963,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019963.flac,spoof,A06
T_0000030847,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030847.flac,spoof,A02
T_0000019053,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019053.flac,spoof,A05
T_0000007816,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007816.flac,bonafide,bonafide
T_0000035378,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035378.flac,bonafide,bonafide
T_0000021713,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021713.flac,bonafide,bonafide
T_0000034250,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034250.flac,bonafide,bonafide
T_0000001339,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001339.flac,bonafide,bonafide
T_0000023173,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023173.flac,bonafide,bonafide
T_0000010464,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010464.flac,spoof,A07
T_0000006496,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006496.flac,spoof,A02
T_0000012393,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012393.flac,spoof,A03
T_0000022503,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022503.flac,spoof,A02
T_0000036089,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000036089.flac,spoof,A01
T_0000024565,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024565.flac,spoof,A04
T_0000010145,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010145.flac,spoof,A01
T_0000002624,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002624.flac,spoof,A06
T_0000032466,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032466.flac,bonafide,bonafide
T_0000007042,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007042.flac,spoof,A03
T_0000032578,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032578.flac,bonafide,bonafide
T_0000027060,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027060.flac,spoof,A02
T_0000032879,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032879.flac,spoof,A03
T_0000002027,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002027.flac,spoof,A05
T_0000010121,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010121.flac,bonafide,bonafide
T_0000008127,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008127.flac,spoof,A07
T_0000002537,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002537.flac,bonafide,bonafide
T_0000007083,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007083.flac,spoof,A05
T_0000015162,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015162.flac,spoof,A07
T_0000004652,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004652.flac,spoof,A07
T_0000006487,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006487.flac,bonafide,bonafide
T_0000031560,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031560.flac,bonafide,bonafide
T_0000027390,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027390.flac,bonafide,bonafide
T_0000001777,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001777.flac,bonafide,bonafide
T_0000034348,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034348.flac,spoof,A07
T_0000001090,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001090.flac,bonafide,bonafide
T_0000031564,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031564.flac,bonafide,bonafide
T_0000017435,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017435.flac,spoof,A04
T_0000012252,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012252.flac,spoof,A06
T_0000020946,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020946.flac,spoof,A03
T_0000030455,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030455.flac,spoof,A08
T_0000007394,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007394.flac,spoof,A01
T_0000001887,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001887.flac,spoof,A04
T_0000028692,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028692.flac,bonafide,bonafide
T_0000001667,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001667.flac,spoof,A05
T_0000010459,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010459.flac,bonafide,bonafide
T_0000006987,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006987.flac,bonafide,bonafide
T_0000009137,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000009137.flac,spoof,A02
T_0000032462,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032462.flac,spoof,A08
T_0000020512,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020512.flac,bonafide,bonafide
T_0000031097,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031097.flac,spoof,A04
T_0000017729,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017729.flac,spoof,A05
T_0000002723,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002723.flac,spoof,A04
T_0000002020,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002020.flac,spoof,A07
T_0000027817,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027817.flac,bonafide,bonafide
T_0000023989,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023989.flac,bonafide,bonafide
T_0000030783,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030783.flac,spoof,A04
T_0000024061,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024061.flac,bonafide,bonafide
T_0000008669,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008669.flac,spoof,A07
T_0000026507,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026507.flac,spoof,A04
T_0000016458,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000016458.flac,spoof,A02
T_0000017064,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017064.flac,spoof,A01
T_0000027195,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027195.flac,bonafide,bonafide
T_0000001387,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001387.flac,bonafide,bonafide
T_0000019594,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019594.flac,bonafide,bonafide
T_0000007109,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007109.flac,bonafide,bonafide
T_0000006074,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006074.flac,spoof,A08
T_0000014215,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014215.flac,bonafide,bonafide
T_0000024162,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024162.flac,bonafide,bonafide
T_0000007190,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007190.flac,bonafide,bonafide
T_0000005253,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005253.flac,spoof,A08
T_0000020586,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020586.flac,spoof,A06
T_0000026145,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026145.flac,bonafide,bonafide
T_0000004353,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000004353.flac,bonafide,bonafide
T_0000005431,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005431.flac,spoof,A05
T_0000018606,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018606.flac,spoof,A03
T_0000013701,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013701.flac,bonafide,bonafide
T_0000019447,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019447.flac,bonafide,bonafide
T_0000018381,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018381.flac,spoof,A06
T_0000013591,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013591.flac,spoof,A05
T_0000033056,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033056.flac,spoof,A01
T_0000013697,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013697.flac,bonafide,bonafide
T_0000024735,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024735.flac,spoof,A03
T_0000027000,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027000.flac,bonafide,bonafide
T_0000027655,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027655.flac,spoof,A08
T_0000017357,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017357.flac,bonafide,bonafide
T_0000015688,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015688.flac,spoof,A02
T_0000002060,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002060.flac,spoof,A02
T_0000028413,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028413.flac,bonafide,bonafide
T_0000020687,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020687.flac,bonafide,bonafide
T_0000003682,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003682.flac,bonafide,bonafide
T_0000029088,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029088.flac,spoof,A08
T_0000014936,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014936.flac,spoof,A03
T_0000010983,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010983.flac,spoof,A03
T_0000011438,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011438.flac,spoof,A06
T_0000005420,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005420.flac,bonafide,bonafide
T_0000034095,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034095.flac,bonafide,bonafide
T_0000024727,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024727.flac,bonafide,bonafide
T_0000012334,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012334.flac,spoof,A06
T_0000012949,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012949.flac,spoof,A02
T_0000022352,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022352.flac,spoof,A05
T_0000021171,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021171.flac,spoof,A02
T_0000033773,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033773.flac,bonafide,bonafide
T_0000023181,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023181.flac,bonafide,bonafide
T_0000030367,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030367.flac,bonafide,bonafide
T_0000017247,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017247.flac,spoof,A07
T_0000016065,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000016065.flac,bonafide,bonafide
T_0000020581,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020581.flac,bonafide,bonafide
T_0000018515,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018515.flac,spoof,A06
T_0000033454,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033454.flac,spoof,A07
T_0000008844,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008844.flac,bonafide,bonafide
T_0000021924,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021924.flac,bonafide,bonafide
T_0000024903,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024903.flac,spoof,A07
T_0000010720,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010720.flac,spoof,A06
T_0000002386,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002386.flac,spoof,A07
T_0000008357,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008357.flac,spoof,A08
T_0000035415,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035415.flac,spoof,A03
T_0000006176,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006176.flac,bonafide,bonafide
T_0000033261,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033261.flac,bonafide,bonafide
T_0000031443,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031443.flac,spoof,A02
T_0000028181,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028181.flac,spoof,A08
T_0000034142,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000034142.flac,spoof,A06
T_0000030484,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030484.flac,spoof,A08
T_0000035795,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035795.flac,spoof,A07
T_0000027374,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027374.flac,spoof,A03
T_0000000526,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000000526.flac,spoof,A08
T_0000024652,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024652.flac,spoof,A07
T_0000019342,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019342.flac,spoof,A04
T_0000021066,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000021066.flac,bonafide,bonafide
T_0000025014,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025014.flac,spoof,A06
T_0000026510,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026510.flac,bonafide,bonafide
T_0000029851,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029851.flac,bonafide,bonafide
T_0000030134,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030134.flac,bonafide,bonafide
T_0000003061,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003061.flac,spoof,A05
T_0000029007,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029007.flac,spoof,A06
T_0000012006,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000012006.flac,spoof,A04
T_0000003096,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003096.flac,spoof,A02
T_0000024108,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024108.flac,bonafide,bonafide
T_0000025889,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025889.flac,bonafide,bonafide
T_0000001985,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001985.flac,spoof,A07
T_0000001871,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001871.flac,spoof,A03
T_0000018391,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018391.flac,spoof,A06
T_0000030448,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030448.flac,spoof,A05
T_0000036152,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000036152.flac,bonafide,bonafide
T_0000020422,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020422.flac,bonafide,bonafide
T_0000003649,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003649.flac,bonafide,bonafide
T_0000026137,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026137.flac,spoof,A04
T_0000024441,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024441.flac,spoof,A06
T_0000022998,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022998.flac,bonafide,bonafide
T_0000032588,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032588.flac,spoof,A07
T_0000018886,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018886.flac,bonafide,bonafide
T_0000007872,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007872.flac,spoof,A06
T_0000027349,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027349.flac,spoof,A03
T_0000003141,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003141.flac,spoof,A05
T_0000027482,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027482.flac,spoof,A03
T_0000019167,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000019167.flac,spoof,A06
T_0000011570,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011570.flac,bonafide,bonafide
T_0000030184,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030184.flac,bonafide,bonafide
T_0000001796,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000001796.flac,spoof,A03
T_0000017547,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017547.flac,bonafide,bonafide
T_0000024752,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024752.flac,bonafide,bonafide
T_0000022874,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022874.flac,spoof,A04
T_0000027637,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027637.flac,bonafide,bonafide
T_0000027296,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027296.flac,bonafide,bonafide
T_0000011981,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011981.flac,bonafide,bonafide
T_0000025224,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025224.flac,spoof,A02
T_0000005530,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005530.flac,spoof,A08
T_0000007082,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007082.flac,spoof,A08
T_0000005397,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005397.flac,bonafide,bonafide
T_0000011954,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011954.flac,bonafide,bonafide
T_0000024331,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024331.flac,bonafide,bonafide
T_0000015317,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000015317.flac,bonafide,bonafide
T_0000026675,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000026675.flac,spoof,A05
T_0000030152,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030152.flac,bonafide,bonafide
T_0000011085,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011085.flac,bonafide,bonafide
T_0000022090,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022090.flac,bonafide,bonafide
T_0000027469,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027469.flac,bonafide,bonafide
T_0000003177,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003177.flac,bonafide,bonafide
T_0000010409,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010409.flac,spoof,A04
T_0000007308,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000007308.flac,spoof,A05
T_0000005692,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005692.flac,spoof,A04
T_0000006664,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006664.flac,bonafide,bonafide
T_0000018611,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018611.flac,bonafide,bonafide
T_0000033159,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000033159.flac,bonafide,bonafide
T_0000010006,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010006.flac,bonafide,bonafide
T_0000010284,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000010284.flac,spoof,A02
T_0000027691,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027691.flac,spoof,A07
T_0000028791,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028791.flac,spoof,A05
T_0000030605,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000030605.flac,bonafide,bonafide
T_0000008268,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008268.flac,spoof,A03
T_0000022938,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022938.flac,spoof,A05
T_0000014500,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000014500.flac,spoof,A08
T_0000031470,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031470.flac,spoof,A08
T_0000024864,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024864.flac,bonafide,bonafide
T_0000017654,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017654.flac,bonafide,bonafide
T_0000024656,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000024656.flac,bonafide,bonafide
T_0000035196,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000035196.flac,bonafide,bonafide
T_0000025133,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025133.flac,bonafide,bonafide
T_0000020689,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020689.flac,bonafide,bonafide
T_0000006770,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006770.flac,bonafide,bonafide
T_0000027329,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000027329.flac,spoof,A04
T_0000005915,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005915.flac,bonafide,bonafide
T_0000029260,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000029260.flac,bonafide,bonafide
T_0000003585,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000003585.flac,bonafide,bonafide
T_0000020136,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000020136.flac,spoof,A03
T_0000009617,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000009617.flac,bonafide,bonafide
T_0000018261,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018261.flac,bonafide,bonafide
T_0000018604,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000018604.flac,spoof,A08
T_0000025601,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000025601.flac,bonafide,bonafide
T_0000031069,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031069.flac,bonafide,bonafide
T_0000017650,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000017650.flac,spoof,A06
T_0000023877,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023877.flac,bonafide,bonafide
T_0000031680,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000031680.flac,spoof,A03
T_0000008263,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000008263.flac,bonafide,bonafide
T_0000032935,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000032935.flac,bonafide,bonafide
T_0000002842,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000002842.flac,bonafide,bonafide
T_0000023163,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000023163.flac,bonafide,bonafide
T_0000028741,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000028741.flac,spoof,A02
T_0000011000,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000011000.flac,bonafide,bonafide
T_0000005487,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000005487.flac,spoof,A04
T_0000022981,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000022981.flac,spoof,A08
T_0000013191,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000013191.flac,bonafide,bonafide
T_0000006911,C:\Users\walia\Downloads\flac_T_aa\flac_T\T_0000006911.flac,spoof,A07
